impression_id,hour_of_day,day_of_week,device_type,vertical,user_recency_days,true_pcvr,estimated_pcvr,floor_price,bid,won,clearing_price,converted,cumulative_spend,cumulative_conversions,cumulative_wins,participation_rate,shade_factor,landscape_win_prob
4932,6,4,mobile,finance,6.64,0.03475,0.04742,0.5243,2.371,False,0.0,False,0.01,0,4,1.0,0.15,0.0004
4933,0,1,mobile,telecom,2.81,0.04138,0.04374,0.3796,2.1869,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
4934,16,4,mobile,telecom,0.45,0.04242,0.04999,0.5047,2.4996,False,0.0,False,0.01,0,4,1.0,0.15,0.001
4935,22,5,desktop,telecom,1.93,0.04568,0.04789,0.477,2.3943,False,0.0,False,0.01,0,4,1.0,0.15,0.0005
4936,6,3,mobile,telecom,3.79,0.04464,0.05076,0.5072,2.538,False,0.0,False,0.01,0,4,1.0,0.15,0.0014
4937,5,3,desktop,telecom,7.62,0.04456,0.04844,0.3284,2.4219,False,0.0,False,0.01,0,4,1.0,0.15,0.0006
4938,18,4,desktop,auto,0.91,0.03556,0.03748,0.4259,1.8742,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4939,6,2,mobile,e-commerce,0.12,0.05967,0.07563,0.5285,3.7814,False,0.0,False,0.01,0,4,1.0,0.15,0.1916
4940,15,5,desktop,finance,5.51,0.03256,0.04365,0.5688,2.1826,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
4941,20,3,mobile,finance,17.1,0.01941,0.03369,0.5873,1.6847,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4942,2,4,mobile,telecom,6.75,0.03813,0.04474,0.3888,2.2368,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
4943,11,5,desktop,telecom,2.84,0.04763,0.05215,0.5294,2.6075,False,0.0,False,0.01,0,4,1.0,0.15,0.0022
4944,23,5,mobile,e-commerce,1.14,0.0507,0.06076,0.3815,3.038,False,0.0,False,0.01,0,4,1.0,0.15,0.0208
4945,5,5,mobile,auto,0.9,0.04042,0.04325,0.4198,2.1626,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
4946,8,3,mobile,auto,1.79,0.03782,0.04098,0.5949,2.0488,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4947,20,6,desktop,finance,0.38,0.04162,0.05018,0.4012,2.5088,False,0.0,False,0.01,0,4,1.0,0.15,0.0011
4948,11,0,mobile,telecom,12.59,0.0326,0.03973,0.6614,1.9864,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4949,3,6,mobile,auto,0.64,0.03979,0.04133,0.7244,2.0663,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4950,1,0,mobile,telecom,1.24,0.04605,0.04864,0.756,2.4318,False,0.0,False,0.01,0,4,1.0,0.15,0.0007
4951,5,6,mobile,telecom,7.03,0.04015,0.04593,0.5016,2.2966,False,0.0,False,0.01,0,4,1.0,0.15,0.0002
4952,2,5,mobile,telecom,5.94,0.03906,0.04505,0.4629,2.2526,False,0.0,False,0.01,0,4,1.0,0.15,0.0002
4953,19,3,mobile,finance,4.75,0.02732,0.03913,0.3073,1.9565,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4954,23,6,mobile,e-commerce,15.68,0.03583,0.04488,0.4105,2.2441,False,0.0,False,0.01,0,4,1.0,0.15,0.0002
4955,5,2,mobile,telecom,1.73,0.04845,0.05292,0.5528,2.6458,False,0.0,False,0.01,0,4,1.0,0.15,0.0029
4956,9,5,desktop,e-commerce,5.56,0.05257,0.06299,0.5543,3.1493,False,0.0,False,0.01,0,4,1.0,0.15,0.0317
4957,6,4,tablet,finance,2.03,0.04196,0.04894,0.4304,2.4471,False,0.0,False,0.01,0,4,1.0,0.15,0.0008
4958,9,2,mobile,telecom,6.95,0.03895,0.04541,0.3651,2.2706,False,0.0,False,0.01,0,4,1.0,0.15,0.0002
4959,23,0,desktop,finance,1.11,0.04277,0.04834,0.6207,2.417,False,0.0,False,0.01,0,4,1.0,0.15,0.0006
4960,3,6,mobile,e-commerce,1.6,0.05444,0.06442,0.4878,3.2209,False,0.0,False,0.01,0,4,1.0,0.15,0.0409
4961,1,4,desktop,e-commerce,5.49,0.05042,0.0583,0.5888,2.9148,False,0.0,False,0.01,0,4,1.0,0.15,0.012
4962,3,3,desktop,auto,3.07,0.03944,0.03891,0.5789,1.9453,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4963,11,5,mobile,telecom,13.72,0.03211,0.04136,0.5745,2.0679,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4964,21,1,mobile,e-commerce,6.45,0.03943,0.04667,0.5352,2.3335,False,0.0,False,0.01,0,4,1.0,0.15,0.0003
4965,2,0,tablet,finance,7.6,0.03125,0.03743,0.6058,1.8713,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4966,4,1,desktop,telecom,12.08,0.04089,0.04305,0.5092,2.1525,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
4967,17,1,mobile,telecom,1.53,0.03925,0.04283,0.4038,2.1413,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
4968,2,0,mobile,auto,0.23,0.03986,0.04078,0.5986,2.0391,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4969,22,6,mobile,telecom,4.97,0.03533,0.04023,0.5082,2.0115,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4970,14,2,desktop,telecom,0.66,0.0487,0.05165,0.4796,2.5826,False,0.0,False,0.01,0,4,1.0,0.15,0.002
4971,5,3,desktop,e-commerce,0.17,0.06436,0.07922,0.5369,3.961,False,0.0,False,0.01,0,4,1.0,0.15,0.2505
4972,7,5,mobile,telecom,11.29,0.03681,0.045,0.5454,2.2501,False,0.0,False,0.01,0,4,1.0,0.15,0.0002
4973,7,5,mobile,finance,11.56,0.03067,0.04425,0.2357,2.2123,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
4974,4,6,tablet,telecom,5.0,0.04212,0.04268,0.6928,2.1341,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
4975,15,5,desktop,auto,0.5,0.03809,0.04038,0.5802,2.0189,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4976,17,6,mobile,finance,2.91,0.03037,0.04138,0.3449,2.0689,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4977,8,4,tablet,auto,1.5,0.03847,0.03813,0.4523,1.9064,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4978,8,4,mobile,finance,8.24,0.03249,0.0461,0.4647,2.3052,False,0.0,False,0.01,0,4,1.0,0.15,0.0003
4979,22,5,mobile,auto,3.44,0.02774,0.03265,0.4853,1.6326,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4980,5,0,desktop,telecom,6.45,0.04579,0.04756,0.4868,2.3781,False,0.0,False,0.01,0,4,1.0,0.15,0.0005
4981,10,5,mobile,finance,0.65,0.04274,0.05616,0.4088,2.8082,False,0.0,False,0.01,0,4,1.0,0.15,0.0071
4982,9,6,tablet,finance,15.98,0.02758,0.03722,0.4935,1.861,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4983,22,6,desktop,telecom,3.05,0.04344,0.0447,0.4249,2.2348,False,0.0,False,0.01,0,4,1.0,0.15,0.0002
4984,4,1,mobile,e-commerce,0.09,0.05906,0.07242,0.4331,3.6212,False,0.0,False,0.01,0,4,1.0,0.15,0.1156
4985,22,1,mobile,telecom,6.52,0.03338,0.0378,0.4787,1.8899,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4986,20,6,mobile,finance,5.83,0.02637,0.03811,0.4205,1.9053,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4987,5,0,mobile,finance,5.1,0.03649,0.04566,0.5505,2.2831,False,0.0,False,0.01,0,4,1.0,0.15,0.0003
4988,1,0,mobile,finance,6.76,0.0309,0.04035,0.5092,2.0176,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4989,15,1,tablet,finance,8.44,0.02445,0.03338,0.4209,1.6688,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4990,20,3,mobile,auto,9.32,0.01895,0.0279,0.3844,1.3952,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4991,17,4,desktop,finance,0.71,0.04023,0.05039,0.3786,2.5194,False,0.0,False,0.01,0,4,1.0,0.15,0.0014
4992,11,3,mobile,finance,9.3,0.02859,0.04224,0.549,2.1121,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
4993,21,5,mobile,auto,4.41,0.02512,0.03124,0.2494,1.5622,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4994,0,0,tablet,telecom,3.49,0.04014,0.03898,0.2727,1.9488,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4995,14,1,desktop,finance,6.12,0.03285,0.0412,0.6527,2.06,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4996,16,5,mobile,telecom,6.75,0.0313,0.03959,0.4931,1.9796,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4997,14,0,mobile,telecom,11.06,0.02962,0.03707,0.362,1.8537,False,0.0,False,0.01,0,4,1.0,0.15,0.0
4998,9,5,mobile,e-commerce,5.78,0.04729,0.06003,0.4411,3.0017,False,0.0,False,0.01,0,4,1.0,0.15,0.0168
4999,23,4,mobile,e-commerce,7.1,0.04096,0.0513,0.6027,2.5651,False,0.0,False,0.01,0,4,1.0,0.15,0.0019
5000,2,5,mobile,finance,3.74,0.03622,0.04686,0.2566,2.343,False,0.0,False,0.01,0,4,1.0,0.15,0.0004
5001,5,6,mobile,finance,18.88,0.02818,0.04,0.5354,2.0001,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5002,12,1,desktop,telecom,1.75,0.04857,0.05021,0.3843,2.5106,False,0.0,False,0.01,0,4,1.0,0.15,0.0014
5003,5,3,desktop,telecom,0.52,0.05639,0.06132,0.5964,3.0658,False,0.0,False,0.01,0,4,1.0,0.15,0.0217
5004,9,5,desktop,auto,9.39,0.03177,0.03595,0.5211,1.7977,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5005,12,2,mobile,telecom,2.6,0.0418,0.04709,0.3546,2.3545,False,0.0,False,0.01,0,4,1.0,0.15,0.0005
5006,23,2,desktop,auto,0.64,0.03995,0.0383,0.3814,1.9148,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5007,23,0,desktop,e-commerce,0.97,0.05612,0.06121,0.3231,3.0604,False,0.0,False,0.01,0,4,1.0,0.15,0.0213
5008,15,3,mobile,auto,2.46,0.02854,0.03381,0.6305,1.6907,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5009,15,4,mobile,auto,5.95,0.02302,0.03143,0.642,1.5714,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5010,9,3,mobile,auto,1.55,0.03756,0.04097,0.4915,2.0483,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5011,15,5,desktop,telecom,8.5,0.0354,0.04143,0.5216,2.0713,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5012,4,5,tablet,telecom,3.96,0.04369,0.04487,0.3244,2.2433,False,0.0,False,0.01,0,4,1.0,0.15,0.0002
5013,9,2,desktop,e-commerce,3.38,0.05588,0.06434,0.4481,3.217,False,0.0,False,0.01,0,4,1.0,0.15,0.0372
5014,2,6,desktop,finance,10.74,0.03381,0.04277,0.5134,2.1386,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
5015,21,3,tablet,auto,1.76,0.03003,0.03038,0.4652,1.5189,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5016,5,2,mobile,finance,2.65,0.04053,0.04945,0.6416,2.4723,False,0.0,False,0.01,0,4,1.0,0.15,0.0011
5017,19,0,mobile,auto,1.58,0.02913,0.03199,0.6493,1.5997,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5018,3,6,mobile,finance,2.41,0.03972,0.04893,0.5316,2.4466,False,0.0,False,0.01,0,4,1.0,0.15,0.0009
5019,3,0,mobile,telecom,10.8,0.03581,0.04093,0.5303,2.0464,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5020,21,6,mobile,e-commerce,7.67,0.03815,0.04701,0.4731,2.3504,False,0.0,False,0.01,0,4,1.0,0.15,0.0005
5021,0,6,mobile,telecom,8.76,0.03373,0.03958,0.4741,1.9788,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5022,20,3,mobile,telecom,6.24,0.03187,0.03862,0.3239,1.9311,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5023,23,4,desktop,e-commerce,6.97,0.0461,0.05369,0.3246,2.6846,False,0.0,False,0.01,0,4,1.0,0.15,0.0038
5024,11,5,tablet,auto,0.07,0.03909,0.04041,0.5518,2.0206,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5025,13,0,desktop,e-commerce,3.15,0.05146,0.05786,0.4575,2.8929,False,0.0,False,0.01,0,4,1.0,0.15,0.0106
5026,14,0,mobile,auto,3.16,0.02824,0.03233,0.5036,1.6163,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5027,5,2,tablet,telecom,6.46,0.04078,0.0415,0.5632,2.075,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5028,22,1,tablet,telecom,8.47,0.03146,0.03311,0.4721,1.6557,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5029,15,0,mobile,auto,1.21,0.03128,0.03433,0.3649,1.7165,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5030,16,2,desktop,telecom,5.65,0.03759,0.04071,0.4765,2.0357,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5031,9,3,desktop,telecom,1.38,0.05295,0.05737,0.595,2.8683,False,0.0,False,0.01,0,4,1.0,0.15,0.0095
5032,22,0,mobile,finance,4.8,0.02957,0.03888,0.4173,1.9442,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5033,14,4,desktop,finance,4.93,0.03439,0.04534,0.4143,2.2668,False,0.0,False,0.01,0,4,1.0,0.15,0.0002
5034,2,5,mobile,telecom,13.65,0.03335,0.0407,0.5063,2.0349,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5035,18,4,desktop,e-commerce,7.79,0.04157,0.05011,0.5765,2.5057,False,0.0,False,0.01,0,4,1.0,0.15,0.0013
5036,19,1,mobile,finance,1.2,0.03402,0.04242,0.5512,2.1209,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
5037,3,6,mobile,telecom,1.86,0.04687,0.05088,0.4474,2.544,False,0.0,False,0.01,0,4,1.0,0.15,0.0017
5038,23,4,desktop,e-commerce,3.31,0.05117,0.05829,0.4917,2.9146,False,0.0,False,0.01,0,4,1.0,0.15,0.0117
5039,12,3,mobile,auto,2.27,0.03245,0.03697,0.4752,1.8484,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5040,11,5,mobile,telecom,3.93,0.04071,0.04799,0.4787,2.3993,False,0.0,False,0.01,0,4,1.0,0.15,0.0006
5041,9,5,desktop,telecom,1.28,0.05318,0.05831,0.622,2.9155,False,0.0,False,0.01,0,4,1.0,0.15,0.0118
5042,10,4,mobile,finance,4.22,0.03545,0.04833,0.5781,2.4167,False,0.0,False,0.01,0,4,1.0,0.15,0.0007
5043,13,1,mobile,finance,7.96,0.02712,0.03883,0.4939,1.9417,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5044,2,4,mobile,auto,13.33,0.02348,0.03116,0.5084,1.558,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5045,15,3,desktop,auto,9.18,0.02485,0.03065,0.569,1.5323,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5046,11,3,mobile,telecom,17.08,0.03104,0.0399,0.6529,1.995,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5047,9,1,mobile,auto,0.45,0.0403,0.04212,0.5786,2.1062,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
5048,23,4,mobile,telecom,4.8,0.03677,0.04276,0.4677,2.1379,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
5049,12,3,mobile,e-commerce,1.97,0.0501,0.0623,0.4932,3.1152,False,0.0,False,0.01,0,4,1.0,0.15,0.0263
5050,18,6,desktop,telecom,6.19,0.03625,0.04,0.6126,2.0001,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5051,20,0,mobile,finance,3.92,0.02909,0.03861,0.5704,1.9305,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5052,19,1,desktop,auto,2.41,0.03234,0.03212,0.4947,1.6062,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5053,8,3,desktop,finance,0.32,0.05043,0.06178,0.6134,3.0888,False,0.0,False,0.01,0,4,1.0,0.15,0.0254
5054,4,1,tablet,finance,2.79,0.03975,0.04338,0.5293,2.1692,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
5055,16,3,mobile,e-commerce,0.99,0.04804,0.05912,0.6849,2.9561,False,0.0,False,0.01,0,4,1.0,0.15,0.0147
5056,11,6,mobile,telecom,5.16,0.03887,0.04537,0.4824,2.2686,False,0.0,False,0.01,0,4,1.0,0.15,0.0002
5057,3,2,tablet,finance,5.75,0.03433,0.0398,0.5065,1.9898,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5058,9,1,mobile,e-commerce,4.51,0.04904,0.05884,0.4813,2.9419,False,0.0,False,0.01,0,4,1.0,0.15,0.0139
5059,4,2,mobile,finance,0.94,0.04382,0.053,0.4656,2.6498,False,0.0,False,0.01,0,4,1.0,0.15,0.0031
5060,14,1,mobile,finance,3.91,0.03094,0.041,0.577,2.0498,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5061,21,2,mobile,telecom,4.89,0.03441,0.03909,0.5466,1.9547,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5062,11,6,mobile,e-commerce,2.13,0.05105,0.0622,0.4713,3.1099,False,0.0,False,0.01,0,4,1.0,0.15,0.0275
5063,22,3,mobile,finance,12.03,0.02309,0.03626,0.3749,1.813,False,0.0,False,0.01,0,4,1.0,0.15,0.0
5064,6,5,desktop,e-commerce,28.21,0.04536,0.05232,0.5639,2.616,False,0.0,False,0.01,0,4,1.0,0.15,0.0026
5065,1,6,tablet,finance,2.59,0.0371,0.0423,0.5542,2.1151,False,0.0,False,0.01,0,4,1.0,0.15,0.0001
5066,10,6,desktop,e-commerce,1.21,0.05934,0.0698,0.6081,3.49,True,3.3108,False,0.02,0,5,1.0,0.15,0.0915
5067,12,4,mobile,finance,1.2,0.03886,0.05171,0.518,2.5855,False,0.0,False,0.02,0,5,1.0,0.15,0.0021
5068,10,3,mobile,e-commerce,0.68,0.05564,0.07078,0.504,3.5389,False,0.0,False,0.02,0,5,1.0,0.15,0.1037
5069,4,4,mobile,e-commerce,3.54,0.05139,0.06331,0.3709,3.1655,False,0.0,False,0.02,0,5,1.0,0.15,0.0337
5070,22,0,mobile,finance,20.87,0.02051,0.03247,0.4632,1.6234,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5071,14,3,desktop,finance,2.57,0.03836,0.04739,0.4135,2.3693,False,0.0,False,0.02,0,5,1.0,0.15,0.0005
5072,18,3,mobile,auto,10.89,0.01722,0.02732,0.5383,1.3659,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5073,0,3,tablet,telecom,7.86,0.0345,0.03678,0.4768,1.8389,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5074,14,5,mobile,auto,1.98,0.03057,0.03585,0.6585,1.7926,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5075,9,3,desktop,auto,2.34,0.04086,0.0413,0.3441,2.065,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5076,16,0,mobile,auto,1.63,0.02951,0.03282,0.4702,1.6408,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5077,4,1,mobile,auto,4.56,0.03275,0.03466,0.4895,1.7328,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5078,10,0,mobile,e-commerce,0.29,0.05668,0.07022,0.4847,3.5109,False,0.0,False,0.02,0,5,1.0,0.15,0.1211
5079,2,1,tablet,e-commerce,2.78,0.05095,0.05247,0.4401,2.6234,False,0.0,False,0.02,0,5,1.0,0.15,0.0024
5080,9,1,mobile,finance,0.68,0.04369,0.05371,0.5086,2.6853,False,0.0,False,0.02,0,5,1.0,0.15,0.0036
5081,7,2,desktop,e-commerce,3.19,0.05752,0.06592,0.4981,3.2961,False,0.0,False,0.02,0,5,1.0,0.15,0.0634
5082,13,1,desktop,finance,8.64,0.03153,0.04062,0.6264,2.0312,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5083,2,2,mobile,telecom,0.66,0.04869,0.05297,0.438,2.6486,False,0.0,False,0.02,0,5,1.0,0.15,0.0028
5084,13,4,desktop,finance,1.65,0.04151,0.05184,0.4712,2.5922,False,0.0,False,0.02,0,5,1.0,0.15,0.0019
5085,8,5,desktop,finance,0.04,0.05121,0.06497,0.4899,3.2484,False,0.0,False,0.02,0,5,1.0,0.15,0.0537
5086,16,2,desktop,finance,15.56,0.02484,0.03565,0.4272,1.7823,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5087,5,6,tablet,finance,3.59,0.03881,0.0447,0.51,2.2352,False,0.0,False,0.02,0,5,1.0,0.15,0.0001
5088,19,3,desktop,telecom,26.43,0.02863,0.03359,0.4922,1.6794,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5089,0,3,desktop,finance,0.73,0.04502,0.05268,0.6789,2.6338,False,0.0,False,0.02,0,5,1.0,0.15,0.0026
5090,3,5,mobile,e-commerce,6.11,0.04689,0.05774,0.4032,2.8872,False,0.0,False,0.02,0,5,1.0,0.15,0.0114
5091,4,6,desktop,telecom,26.35,0.03779,0.04014,0.4734,2.0068,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5092,16,0,desktop,telecom,5.47,0.03782,0.0405,0.5933,2.0248,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5093,2,4,desktop,telecom,1.58,0.05147,0.05441,0.5531,2.7207,False,0.0,False,0.02,0,5,1.0,0.15,0.0045
5094,10,0,desktop,finance,17.3,0.03119,0.04064,0.3308,2.0321,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5095,15,1,mobile,telecom,0.5,0.04308,0.04783,0.5076,2.3915,False,0.0,False,0.02,0,5,1.0,0.15,0.0004
5096,11,4,mobile,telecom,3.65,0.04116,0.04873,0.5115,2.4367,False,0.0,False,0.02,0,5,1.0,0.15,0.0006
5097,5,5,desktop,telecom,6.3,0.04596,0.05009,0.6419,2.5044,False,0.0,False,0.02,0,5,1.0,0.15,0.001
5098,15,1,mobile,e-commerce,2.51,0.04543,0.05342,0.5576,2.6711,False,0.0,False,0.02,0,5,1.0,0.15,0.0033
5099,20,6,desktop,finance,8.68,0.02845,0.0386,0.4328,1.93,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5100,5,6,mobile,e-commerce,1.22,0.05662,0.06837,0.5572,3.4186,False,0.0,False,0.02,0,5,1.0,0.15,0.0887
5101,3,6,mobile,finance,3.34,0.03795,0.04736,0.6408,2.368,False,0.0,False,0.02,0,5,1.0,0.15,0.0003
5102,8,4,desktop,auto,5.79,0.03608,0.03873,0.342,1.9366,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5103,16,6,mobile,telecom,0.38,0.04262,0.04876,0.3047,2.438,False,0.0,False,0.02,0,5,1.0,0.15,0.0006
5104,4,3,mobile,auto,13.58,0.02521,0.03199,0.6223,1.5996,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5105,21,6,mobile,e-commerce,1.97,0.04657,0.05432,0.5613,2.7162,False,0.0,False,0.02,0,5,1.0,0.15,0.0043
5106,5,5,desktop,e-commerce,5.91,0.05342,0.06289,0.4068,3.1445,False,0.0,False,0.02,0,5,1.0,0.15,0.0348
5107,14,4,mobile,auto,0.6,0.03386,0.03924,0.5743,1.9618,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5108,6,3,desktop,auto,1.75,0.04357,0.04302,0.4561,2.151,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5109,15,2,mobile,e-commerce,8.1,0.03775,0.04792,0.4602,2.396,False,0.0,False,0.02,0,5,1.0,0.15,0.0004
5110,23,1,desktop,finance,1.26,0.04242,0.04734,0.4651,2.3672,False,0.0,False,0.02,0,5,1.0,0.15,0.0003
5111,13,6,desktop,auto,1.27,0.03838,0.03911,0.565,1.9553,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5112,16,4,mobile,telecom,2.69,0.03728,0.04407,0.439,2.2037,False,0.0,False,0.02,0,5,1.0,0.15,0.0001
5113,17,0,mobile,finance,2.07,0.03204,0.04145,0.6866,2.0726,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5114,6,2,desktop,finance,0.01,0.05198,0.06249,0.4454,3.1245,False,0.0,False,0.02,0,5,1.0,0.15,0.0321
5115,22,0,tablet,finance,6.72,0.02716,0.03427,0.4803,1.7134,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5116,15,1,mobile,auto,3.85,0.02601,0.03065,0.4074,1.5323,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5117,23,3,mobile,auto,0.16,0.03626,0.03953,0.4856,1.9764,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5118,2,4,desktop,finance,3.16,0.04224,0.05056,0.3407,2.5278,False,0.0,False,0.02,0,5,1.0,0.15,0.0012
5119,12,5,mobile,telecom,10.75,0.03231,0.04151,0.3171,2.0755,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5120,16,1,mobile,auto,9.11,0.01911,0.02713,0.6609,1.3565,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5121,8,2,mobile,finance,9.35,0.03159,0.04321,0.486,2.1606,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5122,7,3,mobile,auto,0.57,0.04127,0.04452,0.4898,2.2261,False,0.0,False,0.02,0,5,1.0,0.15,0.0001
5123,20,4,mobile,e-commerce,7.16,0.03786,0.04854,0.4147,2.4272,False,0.0,False,0.02,0,5,1.0,0.15,0.0006
5124,16,3,mobile,e-commerce,4.52,0.04116,0.05155,0.4786,2.5777,False,0.0,False,0.02,0,5,1.0,0.15,0.0017
5125,8,0,desktop,telecom,7.64,0.04404,0.04692,0.5549,2.3458,False,0.0,False,0.02,0,5,1.0,0.15,0.0003
5126,14,2,mobile,finance,4.66,0.02977,0.04092,0.3459,2.046,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5127,18,1,mobile,e-commerce,13.62,0.03286,0.04191,0.6526,2.0956,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5128,7,3,desktop,finance,12.06,0.0354,0.04562,0.438,2.2809,False,0.0,False,0.02,0,5,1.0,0.15,0.0002
5129,12,5,tablet,auto,3.58,0.02999,0.03233,0.5958,1.6167,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5130,17,3,mobile,finance,0.41,0.03602,0.04781,0.6307,2.3904,False,0.0,False,0.02,0,5,1.0,0.15,0.0004
5131,0,0,mobile,telecom,10.5,0.03246,0.03773,0.6913,1.8864,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5132,6,2,mobile,e-commerce,1.24,0.05675,0.06889,0.4566,3.4444,False,0.0,False,0.02,0,5,1.0,0.15,0.0987
5133,13,5,mobile,auto,0.99,0.03408,0.0389,0.5811,1.9452,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5134,7,3,mobile,e-commerce,0.22,0.0592,0.07666,0.473,3.8329,False,0.0,False,0.02,0,5,1.0,0.15,0.2454
5135,3,3,desktop,e-commerce,1.01,0.06085,0.07092,0.4924,3.5462,False,0.0,False,0.02,0,5,1.0,0.15,0.1302
5136,20,4,desktop,telecom,22.75,0.02945,0.03514,0.3887,1.7572,False,0.0,False,0.02,0,5,1.0,0.15,0.0
5137,22,0,desktop,finance,7.54,0.03131,0.03912,0.5139,1.9558,False,0.0,False,0.02,0,5,1.0,0.15,0.0
